pbp_id,date,tny_name,tour,draw,server1,server2,winner,pbp,score_pbp,adf_flag,wh_minutes,date_dt,year,p1_n,p2_n,winner_n,loser_n,score_n,match_key_local,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score_atp,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,pressure_level,_merge,match_id,rank_gap_abs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7534446,27 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Nikoloz Basilashvili,Andrey Golubev,2,DRSSSS;SRRRSSAS;SSRRDR;SSRRAS;RRDSR;RSSSRDSRRSRSSRSS;ARRRSR.SRSARA;DSRSSRSRSS;SSSRRRSS;RSRSRSSRRSRR;SSSRS;RSSSS;SRSRSS;SSSRA;RSSRRSSS,6-1 6-3,1,72,2015-04-27,2015,nikoloz basilashvili,andrey golubev,andrey golubev,nikoloz basilashvili,6-1 6-3,9320,2015-7163,Istanbul,Clay,28.0,A,20150427.0,12.0,104979.0,,,Andrey Golubev,R,180.0,KAZ,27.7,105932.0,,WC,Nikoloz Basilashvili,R,185.0,GEO,23.1,6-1 6-3,3.0,R32,73.0,4.0,1.0,63.0,36.0,26.0,14.0,8.0,5.0,5.0,2.0,4.0,55.0,40.0,21.0,7.0,8.0,4.0,8.0,117.0,475.0,134.0,403.0,lower,both,7534446,17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7533586,28 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Andrey Rublev,Damir Dzumhur,1,RSSSS;SSRSS;RSRSSS;SSSRRS;RSSSRS;SRRSSRSRSRRR;SRSSS;SSSA;SSSDRRSA.SSRSS;RRSSSS;SRRRSSRD;SRRSSS;RSSSRRRSRSSS;RRSRSSSRRR;RSRRSR;SSARS;SSRRSRSRRR,6-3 6-3,1,71,2015-04-28,2015,andrey rublev,damir dzumhur,andrey rublev,damir dzumhur,6-3 6-3,9321,2015-7163,Istanbul,Clay,28.0,A,20150427.0,4.0,126094.0,,WC,Andrey Rublev,R,188.0,RUS,17.5,106000.0,,,Damir Dzumhur,R,175.0,BIH,22.9,6-3 6-3,3.0,R32,72.0,2.0,1.0,57.0,43.0,29.0,8.0,9.0,2.0,3.0,1.0,1.0,68.0,48.0,29.0,8.0,9.0,5.0,9.0,292.0,166.0,86.0,598.0,lower,both,7533586,206.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7538341,28 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Blaz Kavcic,Diego Schwartzman,2,SRSRSRSRSS;SSSS;DSRSRR;RSSSS;SRRRR;SRSRRR;RSSRSRDSRSSRRR;RARSSS.RRRR;SRSRSRRASRSS;RRSSRSRR;SSRSRS;RRSSSRRR;SRSRARRR;RRRD,6-2 6-1,1,61,2015-04-28,2015,blaz kavcic,diego schwartzman,diego schwartzman,blaz kavcic,6-2 6-1,9322,2015-7163,Istanbul,Clay,28.0,A,20150427.0,6.0,106043.0,8.0,,Diego Schwartzman,R,170.0,ARG,22.6,104882.0,,Q,Blaz Kavcic,R,188.0,SLO,28.1,6-2 6-1,3.0,R32,67.0,3.0,0.0,47.0,27.0,16.0,12.0,7.0,1.0,3.0,0.0,3.0,59.0,39.0,14.0,7.0,8.0,3.0,10.0,63.0,765.0,77.0,652.0,lower,both,7538341,14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7538343,28 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Mikhail Kukushkin,Aleksandr Nedovyesov,1,SSRRSS;SSSS;SRSRSRSS;RSRRR;RSSSS;ASRSRS;SSSS;SSSS;RRSSSS.RRSSSS;RRRSR;SRRSSRRSRR;SSRSS;RRRSSSSRSRRR;SRSSS;SASRS;RRSRSSRSSRRSRSRSSS;RSSSS;SRSRSS,6-3 6-4,1,91,2015-04-28,2015,mikhail kukushkin,aleksandr nedovyesov,mikhail kukushkin,aleksandr nedovyesov,6-3 6-4,9323,2015-7163,Istanbul,Clay,28.0,A,20150427.0,3.0,105062.0,6.0,,Mikhail Kukushkin,R,183.0,KAZ,27.3,104873.0,,Q,Aleksandr Nedovyesov,R,188.0,KAZ,28.1,6-3 6-4,3.0,R32,92.0,0.0,0.0,68.0,35.0,24.0,20.0,10.0,7.0,8.0,2.0,0.0,57.0,35.0,22.0,12.0,9.0,4.0,7.0,56.0,867.0,121.0,464.0,lower,both,7538343,65.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7533582,28 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Denis Istomin,Benoit Paire,1,SSSRRS;RRRSR;RSSRSRSRSS;RSSSRS;SRSSS;SSSS;SSSS;RSSRSDSA;SSRSRS.RSSSS;RSRARSSS;RSRRSR;SRARRSRSSS;SRRSDASS;RRASRR;SSSS;RSSSRS;SRSRRR;SSSA,6-3 6-4,1,60,2015-04-28,2015,denis istomin,benoit paire,denis istomin,benoit paire,6-3 6-4,9324,2015-7163,Istanbul,Clay,28.0,A,20150427.0,8.0,104797.0,,,Denis Istomin,R,185.0,UZB,28.6,105332.0,,,Benoit Paire,R,196.0,FRA,25.9,6-3 6-4,3.0,R32,60.0,5.0,0.0,65.0,43.0,30.0,13.0,10.0,3.0,4.0,2.0,2.0,52.0,32.0,19.0,12.0,9.0,3.0,6.0,66.0,750.0,73.0,672.0,lower,both,7533582,7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7533584,28 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Cem Ilkel,Daniel Gimeno-Traver,2,SSRSRS;SSARS;SRRSRR;RSSSS;SRSSRRDR;SSSS;SRDSRSRSRR.DSSRAS;SSRRRSRSSRSA;SSSRRA;SSRRSA;ARSSA;SRSSRA;SRSSS;RSSSRRRR;SDSRRSRR;SRDRR,6-1 6-4,1,73,2015-04-28,2015,cem ilkel,daniel gimeno traver,daniel gimeno traver,cem ilkel,6-1 6-4,9325,2015-7163,Istanbul,Clay,28.0,A,20150427.0,2.0,104593.0,,,Daniel Gimeno Traver,R,185.0,ESP,29.7,117356.0,,WC,Cem Ilkel,R,185.0,TUR,19.6,6-1 6-4,3.0,R32,74.0,5.0,2.0,44.0,29.0,24.0,7.0,8.0,1.0,2.0,3.0,3.0,67.0,36.0,18.0,14.0,9.0,4.0,9.0,62.0,783.0,422.0,99.0,lower,both,7533584,360.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7538342,28 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Thanasi Kokkinakis,Dusan Lajovic,2,RRRSSR;SRSRSRSS;SSRRRSRSRSRSSRRSSS;SSSS;RSSSRA;SSSS;SSAS;RSRSSRRR;RSRSSRSRRR;SSSS.SSSRS;SRSSS;RRRR;SSSS;ARARAS;SSSS;SSSS;RRSSSRSRRR;RRRSSSSS;RASRSS;RRRR;RSSSS,6-4 7-5,1,92,2015-04-28,2015,thanasi kokkinakis,dusan lajovic,dusan lajovic,thanasi kokkinakis,6-4 7-5,9326,2015-7163,Istanbul,Clay,28.0,A,20150427.0,11.0,105583.0,,,Dusan Lajovic,R,183.0,SRB,24.8,106423.0,,Q,Thanasi Kokkinakis,R,193.0,AUS,19.0,6-4 7-5,3.0,R32,93.0,1.0,0.0,62.0,43.0,33.0,11.0,11.0,0.0,2.0,5.0,1.0,75.0,44.0,23.0,18.0,11.0,10.0,14.0,79.0,646.0,103.0,516.0,lower,both,7538342,24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7533581,28 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Jarkko Nieminen,Marsel Ilhan,1,SRSSS;ASRSA;SDRSSRSS;ARRRSSRR;SSAS;SDSRSA;SSRRRSRSRSSS;SRRSRSRSRSSS;SSSRS.SRSSS;SRRDSSSS;RSSSS;SRRRSSSRSRRSSS;SRSRRR;SSSS;SSRARA;SSRSRRSRSS;RSSRSS;SSSRRS,6-3 6-4,1,77,2015-04-28,2015,jarkko nieminen,marsel ilhan,jarkko nieminen,marsel ilhan,6-3 6-4,9328,2015-7163,Istanbul,Clay,28.0,A,20150427.0,1.0,103813.0,,,Jarkko Nieminen,L,185.0,FIN,33.7,104947.0,,,Marsel Ilhan,R,191.0,TUR,27.8,6-3 6-4,3.0,R32,77.0,1.0,2.0,76.0,60.0,40.0,11.0,10.0,8.0,8.0,6.0,1.0,59.0,39.0,27.0,9.0,9.0,5.0,7.0,71.0,673.0,80.0,621.0,lower,both,7533581,9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7533585,28 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Andreas Haider-Maurer,Ivan Dodig,2,SSSRRRAS;RSRRAARARSSS;SSSS;SRSRSDSRSRSRSS;SSSRS;SRRASS;SSSS;SSSA;ASSDS;RSASRS;RRSRD;SSSA.DRARD;SSSS;RSSRSRRR;RSRDSR;RRSSRSSRSRSRSS;SRRSRSSS;SRSRSA;SRASRRSS;ARRRR,7-5 6-3,1,95,2015-04-28,2015,andreas haider maurer,ivan dodig,ivan dodig,andreas haider maurer,7-5 6-3,9329,2015-7163,Istanbul,Clay,28.0,A,20150427.0,10.0,104471.0,,,Ivan Dodig,R,183.0,CRO,30.3,104890.0,5.0,,Andreas Haider Maurer,R,190.0,AUT,28.0,7-5 6-3,3.0,R32,96.0,9.0,2.0,72.0,42.0,30.0,17.0,10.0,6.0,7.0,5.0,4.0,69.0,39.0,24.0,15.0,11.0,1.0,5.0,107.0,505.0,47.0,946.0,lower,both,7533585,60.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7543167,29 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Daniel Gimeno-Traver,Mikhail Kukushkin,1,SRRSSS;SRSSS;SSRSDS;SSSRS;RSSRSDSA;SSSRRS;SSRSS;SRSRRSRD;RSDASRSS.RRRSR;SRSSS;RRRSR;DSSSRS;RSRSSS;SRRARR;SSARS;SSSA;SRRRR,6-3 6-3,1,70,2015-04-29,2015,daniel gimeno traver,mikhail kukushkin,daniel gimeno traver,mikhail kukushkin,6-3 6-3,9330,2015-7163,Istanbul,Clay,28.0,A,20150427.0,14.0,104593.0,,,Daniel Gimeno Traver,R,185.0,ESP,29.7,105062.0,6.0,,Mikhail Kukushkin,R,183.0,KAZ,27.3,6-3 6-3,3.0,R16,70.0,5.0,4.0,54.0,29.0,23.0,13.0,9.0,0.0,1.0,1.0,1.0,50.0,28.0,14.0,12.0,9.0,3.0,7.0,62.0,783.0,56.0,867.0,lower,both,7543167,6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7543166,29 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Diego Schwartzman,Jurgen Melzer,1,SRSSS;RRSRSR;SSAS;RRRR;SSRAS;SRRSRR.RRSSRSRSRSSS;SARDSS;SSRSRS;SDSSS;SSRRRASRSS;RRRSSSRR;ARSSS;RRSRSR,6-0 6-2,1,51,2015-04-29,2015,diego schwartzman,jurgen melzer,diego schwartzman,jurgen melzer,6-0 6-2,9331,2015-7163,Istanbul,Clay,28.0,A,20150427.0,16.0,106043.0,8.0,,Diego Schwartzman,R,170.0,ARG,22.6,103781.0,,,Jurgen Melzer,L,183.0,AUT,33.9,6-0 6-2,3.0,R16,52.0,4.0,0.0,47.0,34.0,22.0,11.0,7.0,4.0,4.0,1.0,2.0,41.0,27.0,11.0,6.0,7.0,5.0,10.0,63.0,765.0,83.0,605.0,lower,both,7543166,20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7543169,29 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Andrey Rublev,Santiago Giraldo,2,RRRR;RRRSR;SRSSS;SSRRSS;RSRSRSRSRR;SSSRS;SSSDS;SSRRSS;RASAS;RRSSSS.SRSRRSSS;SSSRRRRSRR;ASRSRRSS;RSSRSRRR;ASSS;SASA;SASRRRAS.SSSS;SRSSRS;SRSSS;RRSSAS;RSSRSRSRSS;RSRRSR;SRSRARSS;RSSSS;SRSSS,6-4 1-6 6-3,1,110,2015-04-29,2015,andrey rublev,santiago giraldo,santiago giraldo,andrey rublev,6-4 1-6 6-3,9332,2015-7163,Istanbul,Clay,28.0,A,20150427.0,15.0,105053.0,4.0,,Santiago Giraldo,R,188.0,COL,27.4,126094.0,,WC,Andrey Rublev,R,188.0,RUS,17.5,6-4 1-6 6-3,3.0,R16,111.0,3.0,0.0,82.0,67.0,42.0,9.0,13.0,2.0,5.0,7.0,2.0,80.0,57.0,36.0,13.0,13.0,4.0,7.0,50.0,930.0,292.0,166.0,lower,both,7543169,242.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7543168,29 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Jarkko Nieminen,Roger Federer,2,RRSRR;ASRRSA;SSSS;ASSRS;RSRSRR;ASSS;SRSSRS;SSSS.SSRSS;RSSSRS;SSSS;SASS;SSSS;SSDSS;RSRSRSRSSRSS;ARAADS;RRSSSS;RSSAS;RSRSRSSRRSRR;SSSS,6-2 7-5,1,60,2015-04-29,2015,jarkko nieminen,roger federer,roger federer,jarkko nieminen,6-2 7-5,9333,2015-7163,Istanbul,Clay,28.0,A,20150427.0,13.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,33.7,103813.0,,,Jarkko Nieminen,L,185.0,FIN,33.7,6-2 7-5,3.0,R16,61.0,9.0,2.0,49.0,31.0,29.0,11.0,10.0,0.0,0.0,0.0,0.0,64.0,43.0,27.0,12.0,10.0,4.0,7.0,2.0,8385.0,71.0,673.0,lower,both,7543168,69.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7547885,30 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Denis Istomin,Thomaz Bellucci,2,SSSRS;ASSS;SSRSS;SSSA;SSRRSS;SSSS;RSSRRSRSSS;RSRRSSARSS;SSSRS;SSAS;SSSS;SSSRS;S/SS/RS/SR/RS/SA.RRSSSRRSSS;RRSSRSRSSRSRSS;SSSRS;RRSRR;SSSS;SRSRSS;SSSS;SRRSSS;RSRSSA,7-6(4) 6-3,1,92,2015-04-30,2015,denis istomin,thomaz bellucci,thomaz bellucci,denis istomin,7-6(4) 6-3,9335,2015-7163,Istanbul,Clay,28.0,A,20150427.0,17.0,105064.0,,,Thomaz Bellucci,L,188.0,BRA,27.3,104797.0,,,Denis Istomin,R,185.0,UZB,28.6,7-6(4) 6-3,3.0,R16,93.0,6.0,0.0,66.0,41.0,36.0,17.0,11.0,3.0,3.0,0.0,0.0,71.0,48.0,31.0,15.0,10.0,4.0,5.0,74.0,672.0,66.0,750.0,lower,both,7547885,8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7538679,30 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Grigor Dimitrov,Andrey Golubev,1,SRASS;SSRRRSSRRASS;SRSRSRSS;SRSRRSRR;SSRSRA;ARRSSRRSSRRSSS;SSSS;SSSRS;SSSS.SSRRRSRR;SSSS;SSRSRS;SSSS;SRSRRSSS;SSRSS;RRSDSR;SSSRS,6-3 6-2,1,64,2015-04-30,2015,grigor dimitrov,andrey golubev,grigor dimitrov,andrey golubev,6-3 6-2,9336,2015-7163,Istanbul,Clay,28.0,A,20150427.0,20.0,105777.0,2.0,,Grigor Dimitrov,R,191.0,BUL,23.9,104979.0,,,Andrey Golubev,R,180.0,KAZ,27.7,6-3 6-2,3.0,R16,65.0,2.0,0.0,45.0,35.0,31.0,6.0,9.0,0.0,0.0,2.0,1.0,67.0,44.0,27.0,9.0,8.0,8.0,11.0,11.0,2985.0,117.0,475.0,lower,both,7538679,106.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7547886,30 Apr 15,TEBBNPParibasIstanbulOpen-ATPIstanbul,ATP,Main,Ivan Dodig,Dusan Lajovic,1,SRSSS;SRSSS;RSADSS;RRRR;RSSSS;SSRSRRSS;RSSSS;SSRRAS;SRDRR;SRSRSS;RRRSR;SSRSS.SSDSRRSA;SSSRRRRSSS;RSRASRRR;RSRRSSSRRSRSSS;RSASS;SSRRRSRSSRSS;SSRSS;RRRSR;SRRSSS;RSSSS;SSRRSS;SSSS;A/RS/SS/RR/S.RRSRSR;SSSRS;RSRRSR;SRSRRSRSRSRR;SRRASS;SRSSS;SRSRRSSS;SSRRRSRSSRRSSRSS;SSSS;SRSSDS,5-7 7-6(1) 6-4,1,157,2015-04-30,2015,ivan dodig,dusan lajovic,ivan dodig,dusan lajovic,5-7 7-6(1) 6-4,9337,2015-7163,Istanbul,Clay,28.0,A,20150427.0,19.0,104471.0,,,Ivan Dodig,R,183.0,CRO,30.3,105583.0,,,Dusan Lajovic,R,183.0,SRB,24.8,5-7 7-6(1) 6-4,3.0,R16,158.0,6.0,4.0,117.0,60.0,44.0,28.0,17.0,7.0,11.0,2.0,0.0,118.0,78.0,48.0,21.0,17.0,11.0,15.0,107.0,505.0,79.0,646.0,lower,both,7547886,28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553220,02 May 15,BMWOpen-ATPMunich,ATP,Main,Andy Murray,Lukas Rosol,1,SSSS;SSSS;RRSSSA;RSRRR;RSSSS;RSSRSRRSSRSS;RRRR;SSRSDRSRRSSRSRRSSS;RRSRR;ARSSRRRASRSS.SRSRRSAS;SRSAS;SSSRRS;RRSDAR;SSRRSS;SSSS;SSAS;RSSRSRRSSS;RSSSA.RRRSSR;SSSS;SRSRRSRR;SRSRRR;SRSRRD;ARSRSRSS;SSRSS;RSSSS,4-6 6-3 6-2,1,119,2015-05-02,2015,andy murray,lukas rosol,andy murray,lukas rosol,4-6 6-3 6-2,9339,2015-308,Munich,Clay,28.0,A,20150427.0,21.0,104918.0,1.0,,Andy Murray,R,191.0,GBR,27.9,104586.0,,,Lukas Rosol,R,193.0,CZE,29.7,4-6 6-3 6-2,3.0,QF,120.0,5.0,0.0,76.0,43.0,32.0,17.0,14.0,1.0,4.0,5.0,3.0,101.0,69.0,43.0,13.0,13.0,9.0,14.0,3.0,6060.0,41.0,1050.0,lower,both,7553220,38.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7552115,02 May 15,BMWOpen-ATPMunich,ATP,Main,Philipp Kohlschreiber,David Goffin,1,SSRSRS;SSSRS;RRSDR;SSSRS;RSSRRR;RSSSRS;SSSS;ASSRS.ASRARS;RRRSSR;SSSRS;ADSSS;RRSSSS;RRSSRR;RSRSSRRSRR;RRSSSS;SRASS.SRSSS;SRSSS;RRRSSR;SSRSS;ARSSA;SSSS;SSSS;ASSRRS;RSSSA;ASSS,2-6 6-3 6-4,1,104,2015-05-02,2015,philipp kohlschreiber,david goffin,philipp kohlschreiber,david goffin,2-6 6-3 6-4,9340,2015-308,Munich,Clay,28.0,A,20150427.0,23.0,104259.0,5.0,,Philipp Kohlschreiber,R,178.0,GER,31.5,105676.0,4.0,,David Goffin,R,180.0,BEL,24.3,2-6 6-3 6-4,3.0,QF,105.0,6.0,1.0,77.0,48.0,35.0,16.0,14.0,1.0,4.0,5.0,1.0,69.0,33.0,24.0,22.0,13.0,4.0,7.0,26.0,1395.0,21.0,1705.0,lower,both,7552115,5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553257,02 May 15,BMWOpen-ATPMunich,ATP,Main,Gerald Melzer,Dominic Thiem,1,SSSRS;SRRSSRSS;RRSRR;RSSSRS;RRSSSS;RRSSRD;SSRRRARASS;SSRRSS;SSDSS;SRRSAS;SSRSS;SSRRSS;R/SS/SR/RR/SS/SD/S.SSRSRRSS;RSSRRSSS;SRSRRASRSS;ASSDA;RSRRSSSS;SRSRRSSS;ASSS;SARRRR;SSSRS.RSSSRRRSSS;RSRRSR;SRRSRSSS;RSSSA;SSSS;RRRR;RSRSRR;SSRAS;SRSSRS,7-6(5) 3-6 6-3,1,136,2015-05-02,2015,gerald melzer,dominic thiem,gerald melzer,dominic thiem,7-6(5) 3-6 6-3,9341,2015-308,Munich,Clay,28.0,A,20150427.0,24.0,105589.0,,Q,Gerald Melzer,L,188.0,AUT,24.7,106233.0,,,Dominic Thiem,R,185.0,AUT,21.6,7-6(5) 3-6 6-3,3.0,QF,137.0,5.0,2.0,103.0,66.0,45.0,19.0,15.0,6.0,9.0,5.0,2.0,99.0,48.0,34.0,26.0,15.0,4.0,7.0,186.0,259.0,44.0,985.0,lower,both,7553257,142.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7558029,02 May 15,BMWOpen-ATPMunich,ATP,Main,Roberto Bautista-Agut,Andy Murray,2,SSSS;SRRRSD;ARDSSS;SRRRSSSRSS;RRSSRR;SSSS;RRRR;SASS;RDSSRSSRSRSRRSRSSRARRSSS;SRSAS.RRRR;RRSSRSRASA;SSRRSS;ARSSS;SSSS;SSARA;ARSRSRSS;SSSS;SSRRRSSS;ARRASS,6-4 6-4,1,93,2015-05-02,2015,roberto bautista agut,andy murray,andy murray,roberto bautista agut,6-4 6-4,9342,2015-308,Munich,Clay,28.0,A,20150427.0,25.0,104918.0,1.0,,Andy Murray,R,191.0,GBR,27.9,105138.0,3.0,,Roberto Bautista Agut,R,183.0,ESP,27.0,6-4 6-4,3.0,SF,94.0,9.0,1.0,59.0,43.0,31.0,11.0,10.0,5.0,6.0,3.0,2.0,74.0,51.0,32.0,9.0,10.0,5.0,8.0,3.0,6060.0,16.0,1985.0,lower,both,7558029,13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7558034,02 May 15,BMWOpen-ATPMunich,ATP,Main,Gerald Melzer,Philipp Kohlschreiber,2,SSRSS;RRDSR;RSSSA;SDSARS;SSRSS;SSADS;SRSSS;ARRRSR.SSRRSS;RRSSSS;RRRSR;RSASRS;RRRR;ASRSS;RRRSR.SSSRS;RRSRSSRSSS;SSSS;SRARRSSS;SSSS;RSRSRSSRSS;RSSRARSRSS;ASRSRA;SSSRS;RRRSSR,2-6 6-1 6-4,1,96,2015-05-02,2015,gerald melzer,philipp kohlschreiber,philipp kohlschreiber,gerald melzer,2-6 6-1 6-4,9343,2015-308,Munich,Clay,28.0,A,20150427.0,26.0,104259.0,5.0,,Philipp Kohlschreiber,R,178.0,GER,31.5,105589.0,,Q,Gerald Melzer,L,188.0,AUT,24.7,2-6 6-1 6-4,3.0,SF,97.0,6.0,3.0,67.0,46.0,35.0,10.0,12.0,2.0,4.0,5.0,0.0,80.0,51.0,30.0,15.0,13.0,9.0,13.0,26.0,1395.0,186.0,259.0,lower,both,7558034,160.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7562349,04 May 15,BMWOpen-ATPMunich,ATP,Main,Philipp Kohlschreiber,Andy Murray,2,SSSRS;RASRSRAS;RSSSA;RSSSS;SRSSS;SRSRSS;SSSS;SSSA;SSAA;SASS;SRSSS;SARARS;R/RS/SS/AA/SR/AS.SRSRSRAS;SRSRSRSS;SSRARRRSSRRSSRSS;SSSRS;ARRSRR;RSRRR;SSSRS;RRRSSSSRSRSS;SSSS;ASRSS;RSRRR;RSRSSS.SRARRSAS;SSRRSRSS;SSRRSS;SSAA;RSDSSA;SSSRRS;SSRSS;ASAS;ASSS;ARSSA;SRSSS;SRSRSS;S/SS/SR/RR/SS/SR,7-6(4) 5-7 7-6(4),1,-211,2015-05-04,2015,philipp kohlschreiber,andy murray,andy murray,philipp kohlschreiber,7-6(4) 5-7 7-6(4),9344,2015-308,Munich,Clay,28.0,A,20150427.0,27.0,104918.0,1.0,,Andy Murray,R,191.0,GBR,27.9,104259.0,5.0,,Philipp Kohlschreiber,R,178.0,GER,31.5,7-6(4) 5-7 7-6(4),3.0,F,184.0,17.0,1.0,122.0,81.0,62.0,22.0,18.0,3.0,5.0,11.0,0.0,113.0,77.0,60.0,20.0,18.0,3.0,4.0,3.0,6060.0,26.0,1395.0,lower,both,7562349,23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7602030,13 May 15,InternazionaliBNLd'Italia-ATPRome,ATP,Main,Marsel Ilhan,Rafael Nadal,2,RSRAARSRSA;SRSRRSSS;RSSRRR;SSRAS;SSRRRD;SSRSRS;RRRSSSRSSS;SSSS.SSRRRR;SSSRS;RRARR;RSRSSS;SRRRSSSRSRRR;DASRRSSS,6-2 6-0,1,69,2015-05-13,2015,marsel ilhan,rafael nadal,rafael nadal,marsel ilhan,6-2 6-0,9345,2015-416,Rome Masters,Clay,56.0,M,20150510.0,36.0,104745.0,4.0,,Rafael Nadal,L,185.0,ESP,28.9,104947.0,,Q,Marsel Ilhan,R,191.0,TUR,27.9,6-2 6-0,3.0,R32,75.0,2.0,1.0,42.0,26.0,24.0,6.0,7.0,2.0,2.0,4.0,1.0,55.0,29.0,13.0,11.0,7.0,6.0,11.0,7.0,4990.0,87.0,592.0,medium_high,both,7602030,80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
