pbp_id,date,tny_name,tour,draw,server1,server2,winner,pbp,score_pbp,adf_flag,wh_minutes,date_dt,year,p1_n,p2_n,winner_n,loser_n,score_n,match_key_local,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score_atp,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,pressure_level,_merge,match_id,rank_gap_abs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10509553,18 Jan 17,Men'sAustralianOpen,ATP,Main,Alexander Bublik,Malek Jaziri,2,RRSDASRR;RSASDS;SSRRAS;SSRSRS;SRRSRR;ASSS;ASAS;SSSRDS.SRSRARAS;RRRSAR;RSSARRRR;ARSSS;RRRAR;SRRSDR;RRRR;RRSRSSRSSS;RSDRR.RSSSS;RSSRRSSS;SSSS;SRSRSS;ASSS;SDSSRS;SSRRRR;SSRAS;RRSRSSSRSS;RARSARDR;SSSS;RSRRR,6-2 6-3 7-5,1,97,2017-01-18,2017,alexander bublik,malek jaziri,malek jaziri,alexander bublik,6-2 6-3 7-5,11067,2017-580,Australian Open,Hard,128.0,G,20170116.0,167.0,104291.0,,,Malek Jaziri,R,185.0,TUN,32.9,122330.0,,Q,Alexander Bublik,R,196.0,KAZ,19.5,6-2 6-3 7-5,5.0,R64,97.0,8.0,4.0,82.0,48.0,34.0,20.0,15.0,7.0,10.0,15.0,4.0,92.0,50.0,30.0,14.0,14.0,4.0,12.0,56.0,824.0,207.0,268.0,high,both,10509553,151.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10509193,18 Jan 17,Men'sAustralianOpen,ATP,Main,Jeremy Chardy,Kei Nishikori,2,SRRSRR;SSRSS;SSRRSS;RSRSRSSS;ARRDSSSS;SSSS;RSSSS;SRSRAS;SRRRSSRR.RSRRSSRR;SRSRRR;SSSS;RSSAS;RSSRSRRR;SDRRSSRSRSSDRR;RSSSS;RSARSS;RSSRRSSS;RSRSRR.SRRRR;RRRSR;SSSS;RSSSS;RRSRSSSRSS;RSSRRSSS;SRRSSRSS;RRSRSR;SSARS,6-3 6-4 6-3,1,126,2017-01-18,2017,jeremy chardy,kei nishikori,kei nishikori,jeremy chardy,6-3 6-4 6-3,11068,2017-580,Australian Open,Hard,128.0,G,20170116.0,171.0,105453.0,5.0,,Kei Nishikori,R,178.0,JPN,27.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,29.9,6-3 6-4 6-3,5.0,R64,126.0,2.0,0.0,88.0,61.0,41.0,15.0,14.0,6.0,9.0,5.0,5.0,94.0,54.0,32.0,16.0,14.0,11.0,18.0,5.0,5010.0,72.0,705.0,high,both,10509193,67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10509558,18 Jan 17,Men'sAustralianOpen,ATP,Main,Jo-Wilfried Tsonga,Dusan Lajovic,1,SSSS;SSSRRRRR;RRSSSRSS;RSSRRSRSSS;SAAS;SRRSSS;SRARSS;RSRRSR.RRASSS;RRARR;RASSS;RSRRSSSS;SASS;SRSSRS;ASSRS;RRSSSRRR.SASRDRRSRSAS;SRRSRR;RRSRR;SSRSRS;RSSRSS;RSRRASRSRSRR;SSAS;SSSS;RSARRAARSS,6-2 6-2 6-3,1,106,2017-01-18,2017,jo wilfried tsonga,dusan lajovic,jo wilfried tsonga,dusan lajovic,6-2 6-2 6-3,11069,2017-580,Australian Open,Hard,128.0,G,20170116.0,176.0,104542.0,12.0,,Jo-Wilfried Tsonga,R,188.0,FRA,31.7,105583.0,,,Dusan Lajovic,R,183.0,SRB,26.5,6-2 6-2 6-3,5.0,R64,105.0,15.0,2.0,79.0,45.0,38.0,17.0,13.0,3.0,4.0,1.0,0.0,85.0,57.0,30.0,13.0,12.0,9.0,15.0,12.0,2505.0,94.0,627.0,high,both,10509558,82.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10510205,18 Jan 17,Men'sAustralianOpen,ATP,Main,Lukas Lacko,Dudi Sela,1,RRSRSR;DSSSS;SRRRR;SSSS;RSSSS;SRSSS;RSSRSRRSRSRSSS;DSSSS.SRSRAS;SSRRSRSS;SSSRRRSRSS;RSRSRSSS;RSSRSS;RSRRSSRSRR;SSRSRS;SSRSS;SSRSS.DRSASS;ARRSRSRSRR;RSRRR;SSSS;RSRSRR;SSSRS;RRRAR;SSRSRRSS.SSAS;ASRARRSS;RSSRRR;RRRSSR;RSSSS;SSRSS;SARSS;SRSSS;SRSRRR;AASA,2-6 6-3 6-2 6-4,1,135,2017-01-18,2017,lukas lacko,dudi sela,lukas lacko,dudi sela,2-6 6-3 6-2 6-4,11070,2017-580,Australian Open,Hard,128.0,G,20170116.0,170.0,105041.0,,Q,Lukas Lacko,R,185.0,SVK,29.2,104534.0,,,Dudi Sela,R,175.0,ISR,31.7,2-6 6-3 6-2 6-4,5.0,R64,135.0,8.0,1.0,118.0,66.0,45.0,28.0,18.0,8.0,12.0,5.0,5.0,98.0,68.0,42.0,16.0,17.0,5.0,11.0,121.0,486.0,67.0,731.0,high,both,10510205,54.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10509196,18 Jan 17,Men'sAustralianOpen,ATP,Main,John Isner,Mischa Zverev,2,RSARSS;RSDSDSSS;RSSAS;SSRSS;SSSS;SSSRRS;ASSS;SRSRSS;SRASS;RSRSSS;ADSSS;RRSSRSRSARSS;S/SS/SS/RS/SS/SR.RSSAS;RASRRSRSSS;SSSS;SRSSS;SASS;ARSSS;SASS;SSDRSS;SSRSS;SASS;RRRASSSS;SSSRRS;S/SS/SR/SS/SS/AS.SSRSS;SSAS;SRAARS;SRSSDS;SRRSRSRSRSRSRR;SADARS;SRSSS;SSRRRSSS;RASRSS;RDRSSARSSRSS.SSSRS;DSSDSS;RRRSSSSS;RRSSSRRSSRSS;SSARS;RSSRRR;RSRRSR;SSSS;SASS;RSSRDSSS;SRRSARSS;SRSSDRSS;R/SR/SS/SA/RA/SD/AA/SS/R.RRRSSSSS;SRSSDS;SSRSRS;RDSSSS;SSSS;SSSRS;SSSS;RRSSSS;SSSS;RSSAS;SSSS;RRARSSRSSS;SSRSS;RSSSS;RSSRSS;RRRR.,6-7(4) 6-7(4) 6-4 7-6(7) 9-7,1,250,2017-01-18,2017,john isner,mischa zverev,mischa zverev,john isner,6-7(4) 6-7(4) 6-4 7-6(7) 9-7,11071,2017-580,Australian Open,Hard,128.0,G,20170116.0,166.0,104999.0,,,Mischa Zverev,L,190.0,GER,29.4,104545.0,19.0,,John Isner,R,208.0,USA,31.7,6-7(4) 6-7(4) 6-4 7-6(7) 9-7,5.0,R64,250.0,22.0,13.0,212.0,128.0,107.0,43.0,31.0,16.0,17.0,33.0,4.0,203.0,143.0,106.0,36.0,31.0,13.0,16.0,50.0,894.0,19.0,1850.0,high,both,10509196,31.0;;;;;;;;;;;;;;;;;;;
10509192,18 Jan 17,Men'sAustralianOpen,ATP,Main,Ryan Harrison,Tomas Berdych,2,SSSRRS;SRRASS;SRSRSS;SSSS;DRSSSS;RSSAS;SRDRR;SARSS;RSRRSSSDRSSRRR.SASS;SRSSS;SSSS;DRSSRSSS;SSSS;SRRRSSSRSRSRRSSS;SSRRSS;ARDSSDSS;SRASDRAS;SRSRAS;SSSS;DSRRSSSRSDSS;S/RR/RS/AD/RR/SS/SS/R.RRSSSS;RASSS;SRRRR;RRRAAR;SRSRRSARSRARRR;SASS;RARRR;SSSA,6-3 7-6(6) 6-2,1,125,2017-01-18,2017,ryan harrison,tomas berdych,tomas berdych,ryan harrison,6-3 7-6(6) 6-2,11072,2017-580,Australian Open,Hard,128.0,G,20170116.0,168.0,104607.0,10.0,,Tomas Berdych,R,196.0,CZE,31.3,105992.0,,,Ryan Harrison,R,185.0,USA,24.6,6-3 7-6(6) 6-2,5.0,R64,125.0,15.0,2.0,75.0,48.0,43.0,16.0,15.0,2.0,3.0,6.0,11.0,129.0,68.0,46.0,22.0,14.0,10.0,15.0,10.0,3060.0,82.0,664.0,high,both,10509192,72.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10510204,18 Jan 17,Men'sAustralianOpen,ATP,Main,Stan Wawrinka,Steve Johnson,1,SSRAS;SRSSS;SSSS;SRSRRSSS;SSRSS;SRRRSR;SSSDDS;SSSS;SASS.ARSSS;SRRSSS;SSSS;SRDSSS;RSSRRSRR;RSSRSDRSRSSS;RSRASS;SSARS;RSSRARSS;SASS.SSRRRSRSSS;SRRRSSRSAS;RRRSSR;SRSSS;SASRRRRSSRSS;SSSS;SSRSS;RSSRSRSS;SSRRSS;SSAS,6-3 6-4 6-4,1,111,2017-01-18,2017,stan wawrinka,steve johnson,stan wawrinka,steve johnson,6-3 6-4 6-4,11073,2017-580,Australian Open,Hard,128.0,G,20170116.0,172.0,104527.0,4.0,,Stan Wawrinka,R,183.0,SUI,31.8,105449.0,,,Steve Johnson,R,188.0,USA,27.0,6-3 6-4 6-4,5.0,R64,111.0,11.0,4.0,88.0,54.0,47.0,19.0,15.0,5.0,5.0,6.0,0.0,93.0,66.0,44.0,14.0,14.0,8.0,11.0,4.0,5155.0,30.0,1390.0,high,both,10510204,26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10510203,18 Jan 17,Men'sAustralianOpen,ATP,Main,Roger Federer,Noah Rubin,1,RASSS;RRSSSS;RSSSS;SRSSDS;SRSRSS;RRRASSRSSRAS;RSSSS;SSRSRRSS;SSSS;RSSSS;SSSRS;RDSRR.RSADSRSS;SSRRSS;RARASS;SSRSRS;ASARS;RRSRR;AARRRSADSRSRSS;SSSS;SSAS.RSSSS;SRSRRSRSRR;SSSS;SSSRS;SSSRS;RSSSS;SRSRSS;RRSSRARSSS;SRRSRSRR;RRSASS;RSRSSS;SSAS;R/RA/SS/SS/RD/S,7-5 6-3 7-6(3),1,123,2017-01-18,2017,roger federer,noah rubin,roger federer,noah rubin,7-5 6-3 7-6(3),11074,2017-580,Australian Open,Hard,128.0,G,20170116.0,169.0,103819.0,17.0,,Roger Federer,R,185.0,SUI,35.4,111511.0,,Q,Noah Rubin,R,175.0,USA,20.9,7-5 6-3 7-6(3),5.0,R64,123.0,17.0,2.0,112.0,67.0,55.0,25.0,17.0,5.0,6.0,2.0,3.0,102.0,57.0,36.0,28.0,16.0,5.0,8.0,17.0,1980.0,200.0,274.0,high,both,10510203,183.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10510206,18 Jan 17,Men'sAustralianOpen,ATP,Main,Diego Schwartzman,Steve Darcis,2,RRSSSRSRRR;RSSSRRSS;ASRRSRRR;SSRSRS;SSSS;SRSRARSRSS;SRSRSS;RRSSRR;RSRRR.SSRAS;SSRSS;SSSRS;RRRSSR;SSSS;RSSRSS;SSRRSRSS;RSASS;RSSSRS.SSSS;RSRRAARR;DSSRSS;SRSRRSSS;SSRSS;SSSS;SRSRSRRSRSSS;SRRRSR.SRRSSS;SSRSRS;SSRSDS;RSSRRSSS;RSRSDSSRRR;SSSRS;SSRSRRSS;SSRRSS;SSRRSS;RSSSS,6-3 6-3 2-6 6-4,1,147,2017-01-18,2017,diego schwartzman,steve darcis,steve darcis,diego schwartzman,6-3 6-3 2-6 6-4,11075,2017-580,Australian Open,Hard,128.0,G,20170116.0,174.0,104327.0,,,Steve Darcis,R,178.0,BEL,32.8,106043.0,,,Diego Schwartzman,R,170.0,ARG,24.4,6-3 6-3 2-6 6-4,5.0,R64,152.0,5.0,0.0,114.0,80.0,57.0,16.0,18.0,5.0,8.0,5.0,5.0,118.0,67.0,46.0,24.0,18.0,5.0,10.0,71.0,707.0,54.0,867.0,high,both,10510206,17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10509195,18 Jan 17,Men'sAustralianOpen,ATP,Main,Alex De Minaur,Sam Querrey,2,SRSSRRSRRSRSSS;SAAS;RSSRSS;SDASRDSRSDSS;RRSSRSARSS;RSSRSS;SSRSRS;SRASS;SSSRS;SSRDRSSS;SSRRRSSRRSSS;SSSDRS;R/SS/SS/SS/SS/RS/R.SSSDRRDSRSSS;SRRRSR;SRSSS;SRRSSRRR;RSSSRS;SRRRR.SSSS;RRDR;SSSS;RRSSRR;RASSRS;DSRSRSSRRSSS;ASRSS,7-6(5) 6-0 6-1,1,102,2017-01-18,2017,alex de minaur,sam querrey,sam querrey,alex de minaur,7-6(5) 6-0 6-1,11076,2017-580,Australian Open,Hard,128.0,G,20170116.0,165.0,105023.0,31.0,,Sam Querrey,R,198.0,USA,29.2,200282.0,,,Alex De Minaur,R,183.0,AUS,17.9,7-6(5) 6-0 6-1,5.0,R64,108.0,9.0,9.0,89.0,46.0,43.0,21.0,13.0,3.0,3.0,1.0,4.0,100.0,68.0,44.0,8.0,12.0,8.0,13.0,32.0,1355.0,301.0,164.0,high,both,10509195,269.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10509555,18 Jan 17,Men'sAustralianOpen,ATP,Main,Nick Kyrgios,Andreas Seppi,2,ASSS;RRRR;SRARSRSRRSAS;RSSSDS;RRRSSSSS;RRSSRSARRSDSRR;RSSSS.SASS;SSAS;SRSSS;RASRSS;SAAS;RASARDSS;SSSS;SRSSS;SRSSS;RSRSSS;SSAS;SRSSS;R/SS/DS/SS/R.SASS;SSAS;SSSS;SSRSRS;SRSRSS;SSSRS;SSADDS;SSRSS;RSARRR;SSRSS.RADSRR;RSSRSS;SRASRS;SSSRS;ASRRSRRR;SSSS;SSRRRSRSSRSS;SSAS.SSRRAS;SSSS;SSRSS;RSSRAS;AASS;SRSAS;SSSS;RRRSSSSS;SSRAS;RSSSS;DRARSR;RSRRR;SSAS;SSAS;RASRSS;SSDRSRRSSS;SDRARR;SRSSA.,1-6 6-7(1) 6-4 6-2 10-8,1,189,2017-01-18,2017,nick kyrgios,andreas seppi,andreas seppi,nick kyrgios,1-6 6-7(1) 6-4 6-2 10-8,11077,2017-580,Australian Open,Hard,128.0,G,20170116.0,175.0,104312.0,,,Andreas Seppi,R,190.0,ITA,32.9,106401.0,14.0,,Nick Kyrgios,R,193.0,AUS,21.7,1-6 6-7(1) 6-4 6-2 10-8,5.0,R64,188.0,16.0,4.0,149.0,85.0,65.0,41.0,28.0,7.0,10.0,28.0,8.0,171.0,118.0,88.0,27.0,27.0,7.0,12.0,89.0,635.0,13.0,2460.0,high,both,10509555,76.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10509554,18 Jan 17,Men'sAustralianOpen,ATP,Main,Jack Sock,Karen Khachanov,1,SSSS;RSRRSR;RRRR;SRSRRR;SRSRSS;SRSRRSAS;RRSSSRSRRSARRSSS;DRSSSDRARSSS;SSSS.SSRAS;DSSRSRSRRSAS;ASSRRRSDRSSRRSSRDSRSSS;RRSARSAS;ARRDR;ASSRDRDSSS;ARSSS;SSSS;RSSSS;SSSRS.RRSRR;SRDRSSSS;SRRSSRSS;RRSSSRSDRSSS;RRSSARRARSRSSS;SSRSS;SRSSS;SSSS;SSSRS;SRSSS,6-3 6-4 6-4,1,135,2017-01-18,2017,jack sock,karen khachanov,jack sock,karen khachanov,6-3 6-4 6-4,11078,2017-580,Australian Open,Hard,128.0,G,20170116.0,177.0,106058.0,23.0,,Jack Sock,R,191.0,USA,24.3,111575.0,,,Karen Khachanov,R,198.0,RUS,20.6,6-3 6-4 6-4,5.0,R64,134.0,7.0,5.0,107.0,63.0,51.0,20.0,15.0,8.0,9.0,10.0,6.0,111.0,58.0,41.0,22.0,14.0,11.0,15.0,20.0,1810.0,52.0,875.0,high,both,10509554,32.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10509552,18 Jan 17,Men'sAustralianOpen,ATP,Main,Marin Cilic,Daniel Evans,2,SSAS;SDRRSR;SASRS;SRSAS;SSSS;RSDSSRSRSS;DRSSSRSS;SRSSS;ARSSS.SRRRSSSDARSS;RARSAS;RARSSS;SRSSS;RRSSSRRR;RSRRSR;SSSS;SSSS;SRSRRSSS;SSSRS;SRRRSSSRRSSS;RRSRR.RSSDSS;SSSRRS;SSRSS;RRRSR;RSSRSS;SSRSS;SSSRS;ADRRASSS;SSSS.RRSSSS;SRSRRSRSRSRARSSDRSRSRSSS;RRRSSR;RRRSR;RSRSRR;SRSDSS;SRSSS;SSRSRS;RDRSSR,3-6 7-5 6-3 6-3,1,177,2017-01-18,2017,marin cilic,daniel evans,daniel evans,marin cilic,3-6 7-5 6-3 6-3,11079,2017-580,Australian Open,Hard,128.0,G,20170116.0,179.0,105554.0,,,Daniel Evans,R,175.0,GBR,26.6,105227.0,7.0,,Marin Cilic,R,198.0,CRO,28.3,3-6 7-5 6-3 6-3,5.0,R64,177.0,5.0,7.0,143.0,84.0,58.0,30.0,20.0,16.0,19.0,14.0,4.0,110.0,63.0,44.0,24.0,19.0,8.0,14.0,51.0,886.0,7.0,3605.0,high,both,10509552,44.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514090,19 Jan 17,Men'sAustralianOpen,ATP,Main,Kyle Edmund,Pablo Carreno-Busta,2,SSRARS;RSSSS;SRRSSRSRRR;RSSSRS;ADDRR;SRSSS;SSARS;RSRSSS.SRSSRS;RSRSRSSRSRSS;SSSS;RSARAS;ASSS;SSSS;RRSSRSRR;RSSSS;SSRSRS;SRRRAASRRSRSSS.SRSSDS;SSSS;ARSSS;SRSSS;RSRRSR;SRRSRSSRSRSS;RSRSRSRR;ARASS,6-2 6-4 6-2,1,107,2017-01-19,2017,kyle edmund,pablo carreno busta,pablo carreno busta,kyle edmund,6-2 6-4 6-2,11081,2017-580,Australian Open,Hard,128.0,G,20170116.0,194.0,105807.0,30.0,,Pablo Carreno Busta,R,188.0,ESP,25.5,106378.0,,,Kyle Edmund,R,188.0,GBR,22.0,6-2 6-4 6-2,5.0,R64,106.0,7.0,0.0,89.0,58.0,46.0,16.0,13.0,6.0,6.0,6.0,6.0,79.0,42.0,31.0,14.0,13.0,3.0,8.0,31.0,1370.0,46.0,989.0,high,both,10514090,15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514095,19 Jan 17,Men'sAustralianOpen,ATP,Main,Donald Young,Philipp Kohlschreiber,2,RSSSRDRASS;SSAS;SRSDSRRSRR;RSRSSDSRRSRR;SRSSRRSS;SRRSSS;RSASS;RSRSRSSS;SSRSRRSS;SRSSS;RSRRR;SSSS.SSSRRS;SSSS;SSRRRR;SRSSS;RSRSSS;RSSRRSSS;RASSRS;SSSS;RRRSR.RSSRRSSS;SRSRRR;SSSRS;RRRR;SSSS;RRSRSARR,7-5 6-3 6-0,1,108,2017-01-19,2017,donald young,philipp kohlschreiber,philipp kohlschreiber,donald young,7-5 6-3 6-0,11082,2017-580,Australian Open,Hard,128.0,G,20170116.0,181.0,104259.0,32.0,,Philipp Kohlschreiber,R,178.0,GER,33.2,105385.0,,,Donald Young,L,183.0,USA,27.4,7-5 6-3 6-0,5.0,R64,111.0,3.0,3.0,77.0,43.0,33.0,23.0,14.0,4.0,5.0,5.0,2.0,93.0,62.0,30.0,15.0,13.0,5.0,12.0,33.0,1325.0,85.0,651.0,high,both,10514095,52.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514516,19 Jan 17,Men'sAustralianOpen,ATP,Main,Richard Gasquet,Carlos Berlocq,1,SRSSRS;RRSSRR;DSSSS;RSRRSR;SRDSRSSS;ARSSRS;SRSSS.SRRRR;RSSSRRSS;RRRSR;SSSS;SDRSRSSS;SSSRS;RSRRSR.SRSRSRSRDSSS;SRSRRSRSSS;RASSS;SRSSRRRR;SRRSSRSS;SRRSSRSRSRRR;SSDAS,6-1 6-1 6-1,1,105,2017-01-19,2017,richard gasquet,carlos berlocq,richard gasquet,carlos berlocq,6-1 6-1 6-1,11083,2017-580,Australian Open,Hard,128.0,G,20170116.0,193.0,104755.0,18.0,,Richard Gasquet,R,183.0,FRA,30.5,104122.0,,,Carlos Berlocq,R,183.0,ARG,33.9,6-1 6-1 6-1,5.0,R64,105.0,2.0,5.0,71.0,39.0,29.0,21.0,11.0,2.0,2.0,2.0,1.0,72.0,38.0,20.0,11.0,10.0,6.0,13.0,18.0,1885.0,90.0,632.0,high,both,10514516,72.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514094,19 Jan 17,Men'sAustralianOpen,ATP,Main,Rogerio Dutra Silva,Gilles Simon,2,SSSS;SSAS;SRSSRRRSSS;SSSS;SSSS;SRSSS;RRRSR;SSSS;SSSRS;SSSRRRSS.SRRRR;SRSRSS;SRSRSRRSRR;ASSS;SRRDSSSS;SRSRRSRSSS;RRSSSRSRRR.SSSDS;RRSRR;SSRSRS;SDSSS;DSSDSS;ASRRSRSRRR;SSSRS,6-4 6-1 6-1,1,95,2017-01-19,2017,rogerio dutra silva,gilles simon,gilles simon,rogerio dutra silva,6-4 6-1 6-1,11084,2017-580,Australian Open,Hard,128.0,G,20170116.0,186.0,104468.0,25.0,,Gilles Simon,R,183.0,FRA,32.0,104297.0,,,Rogerio Dutra Silva,R,178.0,BRA,32.9,6-4 6-1 6-1,5.0,R64,96.0,3.0,5.0,67.0,47.0,41.0,10.0,12.0,2.0,2.0,1.0,3.0,81.0,50.0,29.0,13.0,12.0,5.0,11.0,25.0,1585.0,100.0,600.0,high,both,10514094,75.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514093,19 Jan 17,Men'sAustralianOpen,ATP,Main,Roberto Bautista-Agut,Yoshihito Nishioka,1,RRRSR;SSSRRRSRSS;SRRASS;RSRRSR;SRRRSSRARSRSSRSS;SRSRRSRSSRSRRR;ASSS;RSRSRSSRRR.SRSRRR;SRRRSR;ASAS;SRSSRRSRRSSRSS;SASRS;SRSRRR;SRSSRRRR;RSRRSR;SSSS.RSSRSS;RSSAS;DSRSSRSRRR;SRASS;SDRRASSRSRRSSRRSSS;RDRR;SRRSDR;RSSSS;RSRRSR,6-2 6-3 6-3,1,129,2017-01-19,2017,roberto bautista agut,yoshihito nishioka,roberto bautista agut,yoshihito nishioka,6-2 6-3 6-3,11085,2017-580,Australian Open,Hard,128.0,G,20170116.0,184.0,105138.0,13.0,,Roberto Bautista Agut,R,183.0,ESP,28.7,106415.0,,,Yoshihito Nishioka,L,170.0,JPN,21.3,6-2 6-3 6-3,5.0,R64,129.0,9.0,1.0,77.0,63.0,41.0,6.0,13.0,6.0,10.0,2.0,3.0,118.0,71.0,35.0,19.0,13.0,12.0,21.0,14.0,2350.0,99.0,602.0,high,both,10514093,85.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514698,19 Jan 17,Men'sAustralianOpen,ATP,Main,Grigor Dimitrov,Hyeon Chung,1,SASS;DSSSS;SDSRRR;SSSRS;RRRSSSRR;RADSRARSSS;RRSRSR.SRRSRR;SRSSRS;RRSSDSSS;SSSS;SSSS;SSSS;SRRSSS;SSSS;SRSAS;SSSRS.SSRSRS;RRSDSSRR;RRSDSSRR;SSSRRS;SRSSS;ASSS;RRSRR;ARSSRS;SRSSS;DSSSRS.SSSRS;ASRRRSRSRSRSARSS;SSSS;RSSSS;SRRRR;RASSS;RSSRSS;SSRSRDRR;SSRRRR;SRRSSS,1-6 6-4 6-4 6-4,1,156,2017-01-19,2017,grigor dimitrov,hyeon chung,grigor dimitrov,hyeon chung,1-6 6-4 6-4 6-4,11086,2017-580,Australian Open,Hard,128.0,G,20170116.0,192.0,105777.0,15.0,,Grigor Dimitrov,R,191.0,BUL,25.6,111202.0,,,Hyeon Chung,R,188.0,KOR,20.6,1-6 6-4 6-4 6-4,5.0,R64,156.0,12.0,4.0,117.0,76.0,52.0,22.0,19.0,10.0,15.0,7.0,4.0,104.0,71.0,53.0,11.0,18.0,5.0,10.0,15.0,2135.0,105.0,583.0,high,both,10514698,90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10514699,19 Jan 17,Men'sAustralianOpen,ATP,Main,Novak Djokovic,Denis Istomin,2,RRSSSRRSRARSRSRSSRSRRSAS;SSRSS;SASRS;RSSSDRSRRASS;SDSSS;SRRSSRRSRAAS;SSRRRR;SSRRRARSSRARRR;SSSS;RSASS;SSSDS;RSASS;S/RS/SS/SS/RR/RS/SS/SR/RR/S.SSRSRS;RSSSS;RSDSSS;RSSAS;SDRSRSARSS;SSRRSRSS;SSSRS;SSRSRS;RASSS;RSRDSASS;RRRSSR;SASS.SSSS;SDRSSRSS;RSSRRR;SRDRR;SRRRR;SDSSS;RRSRR;RSASRS.SSRRRSSS;DRSRR;RSSSS;SRSSS;SRSSS;SRSSDS;SSRRSRRR;SSRRSS;SRSSS;SRSRRSSS;SRSSRRSS;SRARSS;S/SR/SS/RS/RS/SS/S.SRSSS;SSSRRRSS;SSSS;RSSRSS;RRARSR;SRRASS;ASSDS;SSAS;RSSSS;SSRSS.,7-6(8) 5-7 2-6 7-6(5) 6-4,1,277,2017-01-19,2017,novak djokovic,denis istomin,denis istomin,novak djokovic,7-6(8) 5-7 2-6 7-6(5) 6-4,11087,2017-580,Australian Open,Hard,128.0,G,20170116.0,195.0,104797.0,,,Denis Istomin,R,185.0,UZB,30.3,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,29.6,7-6(8) 5-7 2-6 7-6(5) 6-4,5.0,R64,288.0,17.0,3.0,194.0,134.0,94.0,27.0,27.0,9.0,15.0,14.0,9.0,185.0,107.0,77.0,43.0,27.0,10.0,14.0,117.0,498.0,2.0,11780.0,high,both,10514699,115.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
